0.00000,0.00000,11.44000,21.10000,5.00004,-39.99997,0.00000,22.00000,6.60000,22.00000,50.30000,19.00000,3.00000,21.00000,8.30182,26.00109,51.80000,31.00000,44.73000,44.64000,86.21000,86.54000,0.00000,0.00000
0.00615,0.00561,11.44009,21.09648,5.03073,-39.93718,0.00207,22.01550,6.59958,21.98977,50.30057,19.00125,3.00745,21.00296,8.33192,26.13223,51.80218,31.00257,44.72995,44.64003,86.20757,86.53991,0.00179,0.00186
0.00000,0.00000,11.52000,21.10000,5.00000,-40.00000,0.00000,22.00000,6.50000,22.00000,50.30000,19.00000,3.00000,21.00000,8.40000,26.00000,52.10000,31.00000,44.49000,44.83000,85.99000,86.36000,0.00000,0.00000
0.00000,0.00000,11.52000,21.10000,5.00000,-40.00000,0.00000,22.00000,6.50000,22.00000,50.30000,19.00000,3.00000,21.00000,8.40000,26.00000,52.10000,31.00000,44.49000,44.82980,85.99000,86.36000,0.00000,0.00000
0.00000,0.00000,11.47744,21.10000,5.00000,-40.00000,0.00000,22.00000,6.57355,22.00000,50.30000,19.00000,3.00000,21.00000,8.40000,26.00000,52.09619,31.00000,44.72998,44.64000,85.99026,86.50269,0.00000,0.00000
0.00000,0.00000,11.44004,21.10000,5.00000,-39.99998,0.00000,22.00000,6.59974,22.00000,50.30000,19.00000,3.00000,21.00000,8.39997,26.00001,51.82476,31.00000,44.73000,44.64000,86.08286,86.53999,0.00000,0.00000
0.00002,0.00001,11.44000,21.09998,5.00084,-39.99960,0.00000,22.00002,6.60000,21.99998,50.30000,19.00000,3.00001,21.00000,8.30002,26.07103,51.80000,31.00000,44.73000,44.64000,86.21000,86.54000,0.00000,0.00000
0.00001,0.00000,11.44000,21.09999,5.00027,-39.99974,0.00000,22.00001,6.60000,21.99999,50.30000,19.00000,3.00001,21.00000,8.30003,26.04502,51.80000,31.00000,44.73000,44.64000,86.21000,86.54000,0.00000,0.00000
0.00024,0.00011,11.44000,21.09980,5.00234,-39.99569,0.00003,22.00019,6.60000,21.99984,50.30004,19.00001,3.00030,21.00003,8.30028,26.13366,51.80000,31.00001,44.73000,44.64000,86.20999,86.54000,0.00001,0.00004
0.00000,0.00000,11.52000,21.10000,5.00000,-40.00000,0.00000,22.00000,6.50000,22.00000,50.30000,19.00000,3.00000,21.00000,8.40000,26.00000,52.10000,31.00000,44.49000,44.83000,85.99000,86.36000,0.00000,0.00000
0.00001,0.00000,11.44000,21.10000,5.00032,-39.99989,0.00000,22.00001,6.60000,22.00000,50.30000,19.00000,3.00000,21.00000,8.30016,26.01029,51.80000,31.00000,44.73000,44.64000,86.21000,86.54000,0.00000,0.00000
0.00000,0.00000,11.52000,21.10000,5.00000,-40.00000,0.00000,22.00000,6.50000,22.00000,50.30000,19.00000,3.00000,21.00000,8.40000,26.00000,52.10000,31.00000,44.49000,44.83000,85.99000,86.36000,0.00000,0.00000
0.00008,0.00002,11.44000,21.09997,5.00102,-39.99920,0.00001,22.00005,6.60000,21.99998,50.30000,19.00000,3.00006,21.00000,8.31153,26.00366,51.80001,31.00000,44.73000,44.64000,86.20998,86.54000,0.00000,0.00001
0.00001,0.00000,11.44000,21.09998,5.00060,-39.99979,0.00000,22.00001,6.60000,21.99999,50.30000,19.00000,3.00001,21.00000,8.30000,26.07451,51.80000,31.00000,44.73000,44.64000,86.21000,86.54000,0.00000,0.00000
0.00000,0.00000,11.52000,21.10000,5.00000,-40.00000,0.00000,22.00000,6.50000,22.00000,50.30000,19.00000,3.00000,21.00000,8.40000,26.00000,52.10000,31.00000,44.49000,44.83000,85.99000,86.36000,0.00000,0.00000
0.00000,0.00000,11.44000,21.10000,5.00000,-40.00000,0.00000,22.00000,6.60000,22.00000,50.30000,19.00000,3.00000,21.00000,8.39968,26.00000,51.80000,31.00000,44.73000,44.64000,86.20998,86.54000,0.00000,0.00000
0.00000,0.00000,11.44000,21.10000,5.00001,-39.99999,0.00000,22.00000,6.60000,22.00000,50.30000,19.00000,3.00000,21.00000,8.30648,26.00005,51.80000,31.00000,44.73000,44.64000,86.21000,86.54000,0.00000,0.00000
0.00000,0.00000,11.52000,21.10000,5.00000,-40.00000,0.00000,22.00000,6.50000,22.00000,50.30000,19.00000,3.00000,21.00000,8.40000,26.00000,52.10000,31.00000,44.49000,44.82997,85.99000,86.36000,0.00000,0.00000
0.00006,0.00000,11.51999,21.10000,5.00001,-39.99989,0.00000,22.00002,6.50014,21.99978,50.30000,19.00000,3.00000,21.00000,8.40000,26.00021,52.09999,31.00000,44.49009,44.78902,85.99000,86.36002,0.00000,0.00000
0.00004,0.00001,11.44000,21.09998,5.00065,-39.99965,0.00000,22.00003,6.60000,21.99998,50.30000,19.00000,3.00002,21.00000,8.30044,26.02325,51.80000,31.00000,44.73000,44.64000,86.21000,86.54000,0.00000,0.00000
0.00000,0.00000,11.52000,21.10000,5.00000,-40.00000,0.00000,22.00000,6.50000,22.00000,50.30000,19.00000,3.00000,21.00000,8.40000,26.00000,52.10000,31.00000,44.49000,44.83000,85.99000,86.36000,0.00000,0.00000
0.00000,0.00000,11.52000,21.10000,5.00000,-40.00000,0.00000,22.00000,6.50000,22.00000,50.30000,19.00000,3.00000,21.00000,8.40000,26.00000,52.10000,31.00000,44.49000,44.83000,85.99000,86.36000,0.00000,0.00000
0.00294,0.00094,11.44000,21.09885,5.01902,-39.97886,0.00054,22.00210,6.60000,21.99807,50.30051,19.00019,3.00236,21.00044,8.30019,26.42056,51.80000,31.00024,44.73000,44.64000,86.20999,86.54000,0.00025,0.00064
0.00000,0.00000,11.52000,21.10000,5.00000,-40.00000,0.00000,22.00000,6.50000,22.00000,50.30000,19.00000,3.00000,21.00000,8.40000,26.00000,52.10000,31.00000,44.49000,44.83000,85.99000,86.36000,0.00000,0.00000
0.00001,0.00001,11.44000,21.09987,5.00254,-39.99953,0.00000,22.00000,6.60000,21.99999,50.30004,19.00000,3.00003,21.00000,8.30000,27.30124,51.80000,31.00000,44.73000,44.64000,86.21000,86.54000,0.00000,0.00000
0.00000,0.00000,11.52000,21.10000,5.00000,-40.00000,0.00000,22.00000,6.50000,22.00000,50.30000,19.00000,3.00000,21.00000,8.40000,26.00000,52.10000,31.00000,44.53495,44.64001,85.99000,86.36000,0.00000,0.00000
0.00000,0.00000,11.52000,21.10000,5.00000,-40.00000,0.00000,22.00000,6.50000,22.00000,50.30000,19.00000,3.00000,21.00000,8.40000,26.00000,52.10000,31.00000,44.49000,44.81480,85.99000,86.36000,0.00000,0.00000
0.00000,0.00000,11.44000,21.10000,5.00001,-40.00000,0.00000,22.00000,6.60000,22.00000,50.30000,19.00000,3.00000,21.00000,8.30000,26.00380,51.80000,31.00000,44.73000,44.64000,86.21000,86.54000,0.00000,0.00000
0.00000,0.00000,11.52000,21.10000,5.00000,-40.00000,0.00000,22.00000,6.50000,22.00000,50.30000,19.00000,3.00000,21.00000,8.40000,26.00000,52.10000,31.00000,44.49000,44.83000,85.99000,86.36000,0.00000,0.00000
0.00000,0.00000,11.44043,21.10000,5.00000,-40.00000,0.00000,22.00000,6.59723,22.00000,50.30000,19.00000,3.00000,21.00000,8.40000,26.00000,52.05745,31.00000,44.73000,44.64000,85.99194,86.53946,0.00000,0.00000
0.00000,0.00000,11.52000,21.10000,5.00000,-40.00000,0.00000,22.00000,6.50000,22.00000,50.30000,19.00000,3.00000,21.00000,8.40000,26.00000,52.10000,31.00000,44.49000,44.83000,85.99000,86.36000,0.00000,0.00000
0.00000,0.00000,11.44000,21.10000,5.00003,-39.99999,0.00000,22.00000,6.60000,22.00000,50.30000,19.00000,3.00000,21.00000,8.30000,26.00764,51.80000,31.00000,44.73000,44.64000,86.21000,86.54000,0.00000,0.00000
